filename,codec,episode,episode_title,language,media_type,resolution,season,source,studio,title,year
Naruto_1992_HDR_720p_DTS-HD.MA.5.1_WEB-DL_x264_-GECKOS.mkv,x264,,,,movie,720p,,WEB-DL,,Naruto,1992
The Godfather 1996.07.10 Revelations UNRATED 1080p HULU AVC -VEXT.mkv,,,Aftermath,,tv,1080p,,HULU,,The Godfather,
Death_Note_2001.07.25_1080p_REMUX_HULU_AVC_.GROUP.mkv,,,,,tv,1080p,,HULU,,Death Note,
The-Dark-Knight-1984-REMASTERED-1080p-BDRip-HEVC.mkv,HEVC,,,,movie,1080p,,BDRip,,The Dark Knight,1984
Game-of-Thrones-1981.11.04-1440p-NETFLIX-AVC.mkv,,,,,tv,1440p,,NETFLIX,,Game of Thrones,
The-Dark-Knight-2017.07.12-2160p-BluRay-DTS-HEVC.mkv,,,,,tv,2160p,,BluRay,,The Dark Knight,
Fullmetal_Alchemist_2010.07.11_480p_BluRay_DTS_HEVC.mkv,,,,,tv,480p,,BluRay,,Fullmetal Alchemist,
Interstellar_2012_1440p_AMZN_x265_-FraMeSToR.mkv,x265,,,,movie,1440p,,AMZN,,Interstellar,2012
The_Matrix.2000.480p.BDRip.x265.mkv,,,,,movie,480p,,,,The Matrix,2000
The_Mandalorian_10x15_The_Beginning_REMUX_480p_WEB-DL_x265_.AMIABLE.mkv,,15,Legacy,,tv,480p,10,WEB-DL,,The Mandalorian,
One-Piece-2022-FRENCH-HDR-720p-AC3-WEB-DL-x264-AMIABLE.mkv,x264,,,FRENCH,movie,720p,,WEB-DL,,One Piece,2022
[Underwater] Demon Slayer - 18 [1080p][Multiple Subtitle].mkv,,18,,,anime,1080p,S3,,Underwater,Demon Slayer,
Demon Slayer.2022.2160p.DVDRip.H.264.mkv,,,,,movie,2160p,,,,Demon Slayer,2022
My Hero Academia 13x06 The End 1440p MP3 BluRay AVC -GECKOS.mkv,,6,Origins,,tv,1440p,13,BluRay,,My Hero Academia,
Parasite 1985 2160p HDTV AVC .FraMeSToR.mkv,AVC,,,,movie,2160p,,HDTV,,Parasite,1985
Avengers-Endgame.1985.2160p.DVDRip.x265.mkv,,,,,movie,2160p,,,,Avengers Endgame,1985
The_Godfather_1980.03.23_The_End_720p_NETFLIX_x265_.SPARKS.mkv,,,Origins,,tv,720p,,NETFLIX,,The Godfather,
[Judas] Avengers Endgame - 12 [1440p].mkv,,12,,,anime,,,,Judas,Avengers Endgame,
Parasite S02E12 The Beginning 2160p AC3 NETFLIX AVC -RARBG.mkv,,12,The End,,tv,2160p,2,NETFLIX,,Parasite,
My_Hero_Academia_1992_ITALIAN_2160p_DVDRip_AC3_AVC.mkv,AVC,,,ITALIAN,movie,2160p,,DVDRip,,My Hero Academia,1992
One Piece 2012 REPACK 480p NETFLIX H.264.mkv,H.264,,,,movie,480p,,NETFLIX,,One Piece,2012
The-Office-S12E20-21-480p-BDRip-AVC-.YIFY.mkv,,20,,,tv,480p,12,BDRip,,The Office,
The_Shawshank_Redemption_1993_10bit_720p_WEB-DL_XVID_.SPARKS.mkv,XVID,,,,movie,720p,,WEB-DL,,The Shawshank Redemption,1993
[HorribleSubs] Naruto.-.07.(1440p).mkv,,7,,,anime,1440p,,,HorribleSubs,Naruto,
[HorribleSubs] Attack on Titan - 15 [480p].mkv,,15,,,anime,,,,HorribleSubs,Attack on Titan,
Fight Club 2015 480p BDRip DTS H.264 -RARBG.mkv,H.264,,,,movie,480p,,BDRip,,Fight Club,2015
[HorribleSubs] Inception - 07 [BD][1440p][HEVC].mkv,,7,,,anime,1440p,,,HorribleSubs,Inception,
Attack_on_Titan_S06E15E16_1080p_AMZN_AAC_XVID_.YIFY.mkv,,15,,,tv,1080p,6,AMZN,,Attack on Titan,
The_Mandalorian_1996_REPACK_480p_DD5.1_AMZN_AVC.mkv,AVC,,,,movie,480p,,AMZN,,The Mandalorian,1996
[Erai-raws] Game of Thrones - 08 [2160p].mkv,,8,,,anime,,,,Erai-raws,Game of Thrones,
[SubsPlease] The Shawshank Redemption - 17 [480p].mkv,,17,,,anime,480p,,,SubsPlease,The Shawshank Redemption,
[Underwater] Demon Slayer - 23 [1080p].mkv,,23,,,anime,,,,Underwater,Demon Slayer,
Attack on Titan 2012.06.11 Legacy EXTENDED TrueHD.7.1 1080p WEBRip HEVC .SPARKS.mkv,,,The End,,tv,1080p,,WEBRip,,Attack on Titan,
[Commie] My Hero Academia - 21 [480p].mkv,,21,,,anime,,,,Commie,My Hero Academia,
One_Piece_2006_DC_1080p_NETFLIX_AVC_.YIFY.mkv,AVC,,,,movie,1080p,,NETFLIX,,One Piece,2006
The Office S05E03-04 720p BDRip AVC.mkv,,3,,,tv,720p,5,BDRip,,The Office,
Inception 2023 1080p WEB-DL XVID -SPARKS.mkv,XVID,,,,movie,1080p,,WEB-DL,,Inception,2023
[Underwater] Jujutsu.Kaisen.-.03.(2160p).mkv,,3,,,anime,2160p,,,Underwater,Jujutsu Kaisen,
[Judas] Stranger Things - 05 [720p][Multiple Subtitle].mkv,,5,,,anime,720p,,,Judas,Stranger Things,
[MTBB] Stranger Things - 20 [2160p][HEVC].mkv,,20,,,anime,2160p,,,MTBB,Stranger Things,
Death-Note-S10E21E22-1080p-WEB-DL-DD5.1-x265-FraMeSToR.mkv,,21,,,tv,1080p,10,WEB-DL,,Death Note,
One.Piece.S14E23.1440p.NETFLIX.mkv,,23,,,tv,,14,,,One Piece,
The_Shawshank_Redemption_S15E01E02_1440p_WEBRip_HEVC.mkv,,1,,,tv,1440p,15,WEBRip,,The Shawshank Redemption,
Death Note S08E11E12 720p AMZN DTS H.264 .AMIABLE.mkv,,11,,,tv,720p,8,AMZN,,Death Note,
The_Matrix.2x12.1440p.AMZN.mkv,,12,,,tv,,2,,,The Matrix,
Stranger-Things-2001-720p-DVDRip-x265-.GROUP.mkv,x265,,,,movie,720p,,DVDRip,,Stranger Things,2001
Breaking-Bad-2018-1440p-BluRay-H.264-AMIABLE.mkv,H.264,,,,movie,1440p,,BluRay,,Breaking Bad,2018
Interstellar_2005_1080p_HDTV_DTS-HD.MA.5.1_x264.mkv,x264,,,,movie,1080p,,HDTV,,Interstellar,2005
[MTBB] Stranger Things - 12 [720p].mkv,,12,,,anime,720p,,,MTBB,Stranger Things,
Pulp.Fiction.S04E1.2160p.DVDRip.mkv,,1,,,tv,,4,,,Pulp Fiction,
[HorribleSubs] The Dark Knight - 07 [2160p][Multiple Subtitle].mkv,,7,,,anime,2160p,,,HorribleSubs,The Dark Knight,
Interstellar_2016_480p_BDRip_H.264_-RARBG.mkv,H.264,,,,movie,480p,,BDRip,,Interstellar,2016
Naruto S01E18 720p BDRip DTS x264 .AMIABLE.mkv,,18,,,tv,720p,1,BDRip,,Naruto,
[MTBB] Inception - 23 [2160p].mkv,,23,,,anime,2160p,,,MTBB,Inception,
The-Godfather-2002-2160p-HULU-H.264-AMIABLE.mkv,H.264,,,,movie,2160p,,HULU,,The Godfather,2002
The-Office-2021-1080p-AMZN-DTS-H.264-SPARKS.mkv,H.264,,,,movie,1080p,,AMZN,,The Office,2021
Death Note S12E20-21 720p NETFLIX x264 .GECKOS.mkv,,20,,,tv,720p,12,NETFLIX,,Death Note,
Fullmetal Alchemist 2023 720p BluRay x265 .SPARKS.mkv,x265,,,,movie,720p,,BluRay,,Fullmetal Alchemist,2023
Inception_1995_SPANISH_480p_WEB-DL_DD5.1_XVID.mkv,XVID,,,SPANISH,movie,480p,,WEB-DL,,Inception,1995
The_Matrix_S15E04_1440p_UNRATED_BluRay_HEVC.mkv,,4,,,tv,1440p,15,BluRay,,The Matrix,
Attack on Titan S07E01E02 720p DVDRip AAC HEVC -SPARKS.mkv,,1,,,tv,720p,7,DVDRip,,Attack on Titan,
[SubsPlease] Inception - 14 [480p].mkv,,14,,,anime,480p,,,SubsPlease,Inception,
[Commie] My Hero Academia - 04 [2160p].mkv,,4,,,anime,2160p,,,Commie,My Hero Academia,
Friends.s03e03.1080p.DVDRip.mkv,,3,,,tv,,3,,,Friends,
Attack on Titan 2018 2160p AMZN FLAC H.264 -VEXT.mkv,H.264,,,,movie,2160p,,AMZN,,Attack on Titan,2018
Naruto_1996_2160p_WEBRip_DTS-HD.MA.5.1_x264_-SPARKS.mkv,x264,,,,movie,2160p,,WEBRip,,Naruto,1996
Inception 6x10 Origins 1080p DTS-HD.MA.5.1 BluRay XVID .YIFY.mkv,,10,Pilot,,tv,1080p,6,BluRay,,Inception,
Interstellar_1990_REMUX_1080p_TrueHD.7.1_AMZN_HEVC.mkv,HEVC,,,,movie,1080p,,AMZN,,Interstellar,1990
Friends-1985-480p-BluRay-TrueHD.7.1-XVID-.RARBG.mkv,XVID,,,,movie,480p,,BluRay,,Friends,1985
My Hero Academia S01E21-22 Aftermath 1080p DVDRip AVC .SPARKS.mkv,,21,Legacy,,tv,1080p,1,DVDRip,,My Hero Academia,
[Commie] Attack on Titan - 14 [BD][480p][Uncensored].mkv,,14,,,anime,480p,,,Commie,Attack on Titan,
The Shawshank Redemption S05E02-03 The End 1080p BluRay H.264 .VEXT.mkv,,2,The Beginning,,tv,1080p,5,BluRay,,The Shawshank Redemption,
The Dark Knight 1x22 The End 2160p WEBRip x264.mkv,,22,Aftermath,,tv,2160p,1,WEBRip,,The Dark Knight,
The Shawshank Redemption.3x21.2160p.WEB-DL.mkv,,21,,,tv,,3,,,The Shawshank Redemption,
Death-Note-2006.03.07-New-Dawn-2160p-DDP5.1-HULU-XVID-YIFY.mkv,,,New Dawn,,tv,2160p,,HULU,,Death Note,
The Shawshank Redemption S08E10 New Dawn 2160p DVDRip x264 -GECKOS.mkv,,10,Legacy,,tv,2160p,8,DVDRip,,The Shawshank Redemption,
Friends_1993_2160p_AMZN_x264_.FraMeSToR.mkv,x264,,,,movie,2160p,,AMZN,,Friends,1993
The-Dark-Knight-1998-SWEDISH-1080p-WEB-DL-DDP5.1-AVC-.YIFY.mkv,AVC,,,SWEDISH,movie,1080p,,WEB-DL,,The Dark Knight,1998
Breaking_Bad_1991_480p_NETFLIX_x265.mkv,x265,,,,movie,480p,,NETFLIX,,Breaking Bad,1991
Pulp.Fiction.1996.2160p.BluRay.XVID.mkv,,,,,movie,2160p,,,,Pulp Fiction,1996
[Judas] Demon.Slayer.-.13.(1080p).mkv,,13,,,anime,1080p,,,Judas,Demon Slayer,
Inception_S03E01-02_480p_IMAX_DVDRip_x265.mkv,,1,,,tv,480p,3,DVDRip,,Inception,
[Judas] The Godfather - 10 [BD][2160p][HEVC].mkv,,10,,,anime,2160p,,,Judas,The Godfather,
The_Office_S06E08_1440p_AMZN_x265_.FraMeSToR.mkv,,8,,,tv,1440p,6,AMZN,,The Office,
The-Dark-Knight-S05E19-480p-WEB-DL-MP3-XVID.mkv,,19,,,tv,480p,5,WEB-DL,,The Dark Knight,
My-Hero-Academia-1986.06.24-2160p-WEB-DL-x264-FraMeSToR.mkv,,,,,tv,2160p,,WEB-DL,,My Hero Academia,
Attack.on.Titan.S07E08.Legacy.480p.mkv,,8,Legacy,,tv,,7,,,Attack on Titan,
The-Office-1998-2160p-DVDRip-HEVC.mkv,HEVC,,,,movie,2160p,,DVDRip,,The Office,1998
Attack_on_Titan_2004_1440p_NETFLIX_H.264_-GECKOS.mkv,H.264,,,,movie,1440p,,NETFLIX,,Attack on Titan,2004
Pulp-Fiction-1983-1440p-BDRip-x264-RARBG.mkv,x264,,,,movie,1440p,,BDRip,,Pulp Fiction,1983
Inception_S11E04E05_Origins_2160p_AMZN_AVC_-RARBG.mkv,,4,Pilot,,tv,2160p,11,AMZN,,Inception,
Friends_S10E04E05_1440p_HDR_DD5.1_BluRay_AVC_.GECKOS.mkv,,4,,,tv,1440p,10,BluRay,,Friends,
The-Mandalorian-2018-SPANISH-1080p-HULU-x265.mkv,x265,,,SPANISH,movie,1080p,,HULU,,The Mandalorian,2018
Death Note S03E13 1440p BluRay x264 .FraMeSToR.mkv,,13,,,tv,1440p,3,BluRay,,Death Note,
The-Godfather.S07E11.The-End.720p.mkv,,11,The End,,tv,,7,,,The Godfather,
[MTBB] Avengers Endgame - 24 [2160p].mkv,,24,,,anime,,,,MTBB,Avengers Endgame,
Pulp_Fiction_S03E10_Pilot_HDR_480p_DVDRip_x264.mkv,,10,Revelations,,tv,480p,3,DVDRip,,Pulp Fiction,
[MTBB] Stranger Things S3 - 12 [BD][1440p][HEVC].mkv,,12,,,anime,1440p,S3,,MTBB,Stranger Things,
Fullmetal_Alchemist_13x17_1080p_NETFLIX_AVC_-VEXT.mkv,,17,,,tv,1080p,13,NETFLIX,,Fullmetal Alchemist,
Interstellar S12E07 Origins 1080p AMZN XVID -RARBG.mkv,,7,The End,,tv,1080p,12,AMZN,,Interstellar,
Jujutsu Kaisen 2009 1440p HULU FLAC x265.mkv,x265,,,,movie,1440p,,HULU,,Jujutsu Kaisen,2009
Stranger Things 1986 720p BDRip DTS HEVC .GROUP.mkv,HEVC,,,,movie,720p,,BDRip,,Stranger Things,1986
Inception-2008-ITALIAN-UNRATED-1440p-HDTV-H.264-GROUP.mkv,H.264,,,ITALIAN,movie,1440p,,HDTV,,Inception,2008
Friends 1983 RUSSIAN 2160p AMZN AAC H.264 .YIFY.mkv,H.264,,,RUSSIAN,movie,2160p,,AMZN,,Friends,1983
[HorribleSubs] Death.Note.S3.-.17.(1440p).mkv,,17,,,anime,1440p,S3,,HorribleSubs,Death Note,
[SubsPlease] The Mandalorian - 23 [720p][HEVC].mkv,,23,,,anime,720p,,,SubsPlease,The Mandalorian,
The_Dark_Knight_2009_2160p_NETFLIX_DTS_AVC_.AMIABLE.mkv,AVC,,,,movie,2160p,,NETFLIX,,The Dark Knight,2009
One_Piece_2012.10.02_1440p_HDTV_HEVC_-AMIABLE.mkv,,,,,tv,1440p,,HDTV,,One Piece,
Jujutsu-Kaisen.2000.1440p.DVDRip.XVID.mkv,,,,,movie,1440p,,,,Jujutsu Kaisen,2000
Game_of_Thrones_2011_2160p_HDTV_HEVC_-SPARKS.mkv,HEVC,,,,movie,2160p,,HDTV,,Game of Thrones,2011
One Piece 2004.03.15 720p DVDRip AVC .AMIABLE.mkv,,,,,tv,720p,,DVDRip,,One Piece,
My-Hero-Academia-S02E07-08-Legacy-1440p-DTS-NETFLIX-XVID-AMIABLE.mkv,,7,Origins,,tv,1440p,2,NETFLIX,,My Hero Academia,
The Matrix S05E21 Revelations 720p AAC WEBRip x264 .YIFY.mkv,,21,New Dawn,,tv,720p,5,WEBRip,,The Matrix,
Death_Note_2022_REMASTERED_2160p_MP3_WEB-DL_x265.mkv,x265,,,,movie,2160p,,WEB-DL,,Death Note,2022
Parasite_S06E15-16_1440p_WEBRip_HEVC.mkv,,15,,,tv,1440p,6,WEBRip,,Parasite,
Death_Note_2013.12.10_Origins_1080p_DTS-HD.MA.5.1_BluRay_XVID_.GECKOS.mkv,,,The End,,tv,1080p,,BluRay,,Death Note,
The Shawshank Redemption 1992 ITALIAN 480p BDRip DTS x265 .GROUP.mkv,x265,,,ITALIAN,movie,480p,,BDRip,,The Shawshank Redemption,1992
Death-Note-1986.07.24-Pilot-IMAX-1440p-BluRay-x265-VEXT.mkv,,,Aftermath,,tv,1440p,,BluRay,,Death Note,
Breaking-Bad.S08E10.Aftermath.1440p.mkv,,10,Aftermath,,tv,,8,,,Breaking Bad,
Inception_1987_RUSSIAN_1440p_WEBRip_HEVC_.SPARKS.mkv,HEVC,,,RUSSIAN,movie,1440p,,WEBRip,,Inception,1987
Fullmetal Alchemist 2003 720p WEBRip HEVC .GECKOS.mkv,HEVC,,,,movie,720p,,WEBRip,,Fullmetal Alchemist,2003
Fight_Club_S15E22-23_1080p_NETFLIX_XVID.mkv,,22,,,tv,1080p,15,NETFLIX,,Fight Club,
Avengers Endgame 1990 JAPANESE 480p DVDRip AVC.mkv,AVC,,,JAPANESE,movie,480p,,DVDRip,,Avengers Endgame,1990
Inception-S15E05-Revelations-HDR-1440p-HULU-HEVC-.YIFY.mkv,,5,Aftermath,,tv,1440p,15,HULU,,Inception,
The Godfather 1986 2160p NETFLIX HEVC.mkv,HEVC,,,,movie,2160p,,NETFLIX,,The Godfather,1986
Naruto 11x17 480p NETFLIX x264 .AMIABLE.mkv,,17,,,tv,480p,11,NETFLIX,,Naruto,
The-Dark-Knight-1994-720p-DVDRip-AC3-AVC-.RARBG.mkv,AVC,,,,movie,720p,,DVDRip,,The Dark Knight,1994
The Dark Knight.S02E10.Pilot.480p.mkv,,10,Pilot,,tv,,2,,,The Dark Knight,
Jujutsu_Kaisen.2000.720p.HULU.x264.mkv,,,,,movie,720p,,,,Jujutsu Kaisen,2000
[SubsPlease] Attack on Titan - 08 [1440p].mkv,,8,,,anime,,,,SubsPlease,Attack on Titan,
[MTBB] Fullmetal Alchemist - 12 [1440p].mkv,,12,,,anime,,,,MTBB,Fullmetal Alchemist,
The-Dark-Knight-1984-2160p-WEBRip-TrueHD.7.1-x264-RARBG.mkv,x264,,,,movie,2160p,,WEBRip,,The Dark Knight,1984
Jujutsu-Kaisen-S13E02E03-Pilot-1440p-WEBRip-XVID.mkv,,2,New Dawn,,tv,1440p,13,WEBRip,,Jujutsu Kaisen,
My_Hero_Academia_2012_1440p_DVDRip_HEVC.mkv,HEVC,,,,movie,1440p,,DVDRip,,My Hero Academia,2012
Game of Thrones 2024 REPACK 480p AAC BDRip XVID .AMIABLE.mkv,XVID,,,,movie,480p,,BDRip,,Game of Thrones,2024
[Erai-raws] Inception.S2.-.18.(1080p).mkv,,18,,,anime,1080p,S2,,Erai-raws,Inception,
Fight-Club-2022-PROPER-2160p-HDTV-x264-RARBG.mkv,x264,,,,movie,2160p,,HDTV,,Fight Club,2022
[SubsPlease] One Piece - 05 [BD][1080p][HEVC].mkv,,5,,,anime,1080p,,,SubsPlease,One Piece,
Naruto 13x19 1440p WEBRip x265 .RARBG.mkv,,19,,,tv,1440p,13,WEBRip,,Naruto,
Friends_1984_SPANISH_1440p_BDRip_DTS-HD.MA.5.1_XVID_-AMIABLE.mkv,XVID,,,SPANISH,movie,1440p,,BDRip,,Friends,1984
The_Mandalorian_2022_REMUX_720p_WEBRip_H.264_-GECKOS.mkv,H.264,,,,movie,720p,,WEBRip,,The Mandalorian,2022
The-Mandalorian-S09E16E17-The-End-REMASTERED-2160p-NETFLIX-H.264-VEXT.mkv,,16,New Dawn,,tv,2160p,9,NETFLIX,,The Mandalorian,
Breaking Bad 2022.09.10 480p EXTENDED WEBRip AVC.mkv,,,,,tv,480p,,WEBRip,,Breaking Bad,
[Judas] The.Shawshank.Redemption.-.13.(480p).mkv,,13,,,anime,480p,,,Judas,The Shawshank Redemption,
The.Godfather.S01E18.New.Dawn.480p.mkv,,18,New Dawn,,tv,,1,,,The Godfather,
Inception 1980 1080p BDRip XVID.mkv,XVID,,,,movie,1080p,,BDRip,,Inception,1980
Attack_on_Titan_1997_2160p_WEBRip_MP3_HEVC.mkv,HEVC,,,,movie,2160p,,WEBRip,,Attack on Titan,1997
[Commie] One Piece - 15 [1080p].mkv,,15,,,anime,,,,Commie,One Piece,
The_Godfather_9x18_1440p_WEBRip_AC3_x265_-AMIABLE.mkv,,18,,,tv,1440p,9,WEBRip,,The Godfather,
The_Dark_Knight_2003_1080p_AMZN_MP3_XVID.mkv,XVID,,,,movie,1080p,,AMZN,,The Dark Knight,2003
[Judas] Attack on Titan - 08 [2160p][10bit].mkv,,8,,,anime,2160p,,,Judas,Attack on Titan,
Friends-1999.07.03-Origins-1080p-HULU-H.264.mkv,,,Pilot,,tv,1080p,,HULU,,Friends,
The.Godfather.s02e09.720p.BDRip.mkv,,9,,,tv,,2,,,The Godfather,
Attack_on_Titan_2011_JAPANESE_HDR_1440p_AMZN_XVID_-AMIABLE.mkv,XVID,,,JAPANESE,movie,1440p,,AMZN,,Attack on Titan,2011
[SubsPlease] The Dark Knight - 06 [1080p].mkv,,6,,,anime,,,,SubsPlease,The Dark Knight,
One Piece 1989 2160p NETFLIX H.264 -FraMeSToR.mkv,H.264,,,,movie,2160p,,NETFLIX,,One Piece,1989
Fight.Club.s02e08.1080p.AMZN.mkv,,8,,,tv,,2,,,Fight Club,
[MTBB] Friends - 04 [480p].mkv,,4,,,anime,,,,MTBB,Friends,
The-Mandalorian.2002.2160p.HDTV.HEVC.mkv,,,,,movie,2160p,,,,The Mandalorian,2002
The-Matrix.2010.720p.NETFLIX.x264.mkv,,,,,movie,720p,,,,The Matrix,2010
[Underwater] My Hero Academia S2 - 05 [2160p].mkv,,5,,,anime,2160p,S2,,Underwater,My Hero Academia,
[Erai-raws] Jujutsu.Kaisen.-.20.(1080p).mkv,,20,,,anime,1080p,,,Erai-raws,Jujutsu Kaisen,
The_Mandalorian_2012_1440p_HDTV_XVID.mkv,XVID,,,,movie,1440p,,HDTV,,The Mandalorian,2012
Avengers-Endgame-2013-1440p-WEBRip-DTS-HD.MA.5.1-XVID-.VEXT.mkv,XVID,,,,movie,1440p,,WEBRip,,Avengers Endgame,2013
Naruto S11E07-08 480p WEBRip AAC AVC.mkv,,7,,,tv,480p,11,WEBRip,,Naruto,
[Underwater] Stranger.Things.-.18.(2160p).mkv,,18,,,anime,2160p,,,Underwater,Stranger Things,
[Judas] The Matrix - 01 [720p].mkv,,1,,,anime,720p,,,Judas,The Matrix,
Naruto_2022_REPACK_1440p_DTS-HD.MA.5.1_WEBRip_x264_.AMIABLE.mkv,x264,,,,movie,1440p,,WEBRip,,Naruto,2022
Naruto_S08E06-07_480p_UNRATED_TrueHD.7.1_HDTV_HEVC_.FraMeSToR.mkv,,6,,,tv,480p,8,HDTV,,Naruto,
Fullmetal Alchemist 2000 480p AMZN HEVC -AMIABLE.mkv,HEVC,,,,movie,480p,,AMZN,,Fullmetal Alchemist,2000
[MTBB] The Godfather - 22 [720p].mkv,,22,,,anime,,,,MTBB,The Godfather,
Fullmetal-Alchemist-1980-HDR-1440p-AC3-NETFLIX-x264-.FraMeSToR.mkv,x264,,,,movie,1440p,,NETFLIX,,Fullmetal Alchemist,1980
Death_Note_S04E21_720p_REMUX_MP3_DVDRip_HEVC_-YIFY.mkv,,21,,,tv,720p,4,DVDRip,,Death Note,
Friends 13x14 720p WEB-DL H.264 -GROUP.mkv,,14,,,tv,720p,13,WEB-DL,,Friends,
Game_of_Thrones_2007_1080p_DVDRip_DTS-HD.MA.5.1_AVC_.GECKOS.mkv,AVC,,,,movie,1080p,,DVDRip,,Game of Thrones,2007
The-Mandalorian-1998-HDR-1440p-DVDRip-H.264.mkv,H.264,,,,movie,1440p,,DVDRip,,The Mandalorian,1998
Breaking-Bad-1986-2160p-WEB-DL-x264.mkv,x264,,,,movie,2160p,,WEB-DL,,Breaking Bad,1986
[Erai-raws] Jujutsu Kaisen - 18 [BD][2160p][DualAudio].mkv,,18,,,anime,2160p,,,Erai-raws,Jujutsu Kaisen,
The-Godfather.S12E06.Origins.2160p.mkv,,6,Origins,,tv,,12,,,The Godfather,
The.Shawshank.Redemption.2007.480p.AMZN.H.264.mkv,,,,,movie,480p,,,,The Shawshank Redemption,2007
Fullmetal Alchemist 2005 2160p WEB-DL AVC -GROUP.mkv,AVC,,,,movie,2160p,,WEB-DL,,Fullmetal Alchemist,2005
Demon_Slayer_2019_UNRATED_2160p_AC3_BDRip_H.264_-VEXT.mkv,H.264,,,,movie,2160p,,BDRip,,Demon Slayer,2019
[SubsPlease] Death Note - 20 [2160p].mkv,,20,,,anime,,,,SubsPlease,Death Note,
[HorribleSubs] Friends - 05 [BD][720p][Uncensored].mkv,,5,,,anime,720p,,,HorribleSubs,Friends,
The-Shawshank-Redemption.S03E23.1440p.AMZN.mkv,,23,,,tv,,3,,,The Shawshank Redemption,
[HorribleSubs] Stranger Things - 18 [720p].mkv,,18,,,anime,720p,,,HorribleSubs,Stranger Things,
Jujutsu Kaisen 2015 RUSSIAN 1440p NETFLIX TrueHD.7.1 AVC -FraMeSToR.mkv,AVC,,,RUSSIAN,movie,1440p,,NETFLIX,,Jujutsu Kaisen,2015
Game-of-Thrones-1995-480p-HDTV-TrueHD.7.1-H.264-FraMeSToR.mkv,H.264,,,,movie,480p,,HDTV,,Game of Thrones,1995
The-Dark-Knight-1993.06.01-1440p-UNRATED-TrueHD.7.1-DVDRip-H.264.mkv,,,,,tv,1440p,,DVDRip,,The Dark Knight,
The Matrix.2x18.720p.DVDRip.mkv,,18,,,tv,,2,,,The Matrix,
The-Matrix-S12E04E05-1080p-DVDRip-DTS-XVID.mkv,,4,,,tv,1080p,12,DVDRip,,The Matrix,
[Commie] Stranger Things - 09 [2160p].mkv,,9,,,anime,2160p,,,Commie,Stranger Things,
Inception S11E16 Pilot 2160p NETFLIX AVC .VEXT.mkv,,16,Pilot,,tv,2160p,11,NETFLIX,,Inception,
Friends-2012.12.14-1440p-AMZN-x264-GROUP.mkv,,,,,tv,1440p,,AMZN,,Friends,
[Commie] Attack.on.Titan.-.20.(1440p).mkv,,20,,,anime,1440p,,,Commie,Attack on Titan,
Avengers_Endgame.S01E14.1080p.WEB-DL.mkv,,14,,,tv,,1,,,Avengers Endgame,
Pulp Fiction 3x08 Aftermath 480p BDRip HEVC .RARBG.mkv,,8,New Dawn,,tv,480p,3,BDRip,,Pulp Fiction,
The-Godfather-7x09-The-Beginning-EXTENDED-DTS-HD.MA.5.1-1080p-BDRip-x265-VEXT.mkv,,9,Aftermath,,tv,1080p,7,BDRip,,The Godfather,
The-Shawshank-Redemption-S04E18-19-The-Beginning-HDR-1440p-HULU-H.264-GECKOS.mkv,,18,Legacy,,tv,1440p,4,HULU,,The Shawshank Redemption,
Naruto.1982.720p.NETFLIX.H.264.mkv,,,,,movie,720p,,,,Naruto,1982
My Hero Academia S02E20E21 1440p UNRATED TrueHD.7.1 BDRip AVC .AMIABLE.mkv,,20,,,tv,1440p,2,BDRip,,My Hero Academia,
Jujutsu_Kaisen_1991_REMASTERED_1440p_HDTV_x265_.RARBG.mkv,x265,,,,movie,1440p,,HDTV,,Jujutsu Kaisen,1991
Parasite-1999.01.14-Legacy-DC-DD5.1-2160p-DVDRip-HEVC-.YIFY.mkv,,,Origins,,tv,2160p,,DVDRip,,Parasite,
Game of Thrones 2011.08.06 Origins 1440p BDRip HEVC .GECKOS.mkv,,,Origins,,tv,1440p,,BDRip,,Game of Thrones,
Avengers-Endgame-1994-PROPER-1440p-BDRip-AVC-.FraMeSToR.mkv,AVC,,,,movie,1440p,,BDRip,,Avengers Endgame,1994
Inception-2008.02.27-Legacy-480p-HDTV-H.264-.GECKOS.mkv,,,Revelations,,tv,480p,,HDTV,,Inception,
Demon_Slayer_2011_2160p_HDTV_DTS-HD.MA.5.1_HEVC_-FraMeSToR.mkv,HEVC,,,,movie,2160p,,HDTV,,Demon Slayer,2011
Pulp-Fiction-2008-2160p-DVDRip-TrueHD.7.1-x265-.RARBG.mkv,x265,,,,movie,2160p,,DVDRip,,Pulp Fiction,2008
Demon Slayer.S04E10.Origins.2160p.mkv,,10,Origins,,tv,,4,,,Demon Slayer,
Demon-Slayer-S13E03-04-720p-BDRip-H.264.mkv,,3,,,tv,720p,13,BDRip,,Demon Slayer,
Parasite_1981_1440p_AMZN_TrueHD.7.1_H.264_-RARBG.mkv,H.264,,,,movie,1440p,,AMZN,,Parasite,1981
[Underwater] Stranger.Things.-.15.(720p).mkv,,15,,,anime,720p,,,Underwater,Stranger Things,
Naruto_S14E24_1440p_BluRay_MP3_HEVC.mkv,,24,,,tv,1440p,14,BluRay,,Naruto,
[SubsPlease] Pulp Fiction - 03 [720p].mkv,,3,,,anime,,,,SubsPlease,Pulp Fiction,
Breaking_Bad_2017_SWEDISH_10bit_1440p_DDP5.1_DVDRip_XVID.mkv,XVID,,,SWEDISH,movie,1440p,,DVDRip,,Breaking Bad,2017
